60,38.5298
61,38.2036
62,37.8773
63,37.5389
64,37.2005
65,36.85
66,36.4996
67,36.1491
68,35.7866
69,35.424
70,35.0615
71,34.6989
72,34.3243
73,33.9496
74,33.5629
75,33.1883
76,32.8137
77,32.4511
78,32.0886
79,31.726
80,31.3876
81,31.0613
82,30.7471
83,30.4571
84,30.1912
85,29.9495
86,29.7441
87,29.5507
88,29.3936
89,29.2728
90,29.1882
91,29.1277
92,29.0915
93,29.1036
94,29.1398
95,29.2003
96,29.2969
97,29.4178
98,29.5749
99,29.7441
100,29.9495
101,30.1671
102,30.4208
103,30.6746
104,30.9647
105,31.2547
106,31.5689
107,31.8831
108,32.2215
109,32.5599
110,32.9103
111,33.2608
112,33.6234
113,33.9738
114,34.3364
115,34.6989
116,35.0494
117,35.3998
118,35.7503
119,36.1008
120,36.4391
121,36.7775
122,37.1038
123,37.4301
124,37.7443
125,38.0585
126,38.3607
127,38.6507
128,38.9407
129,39.2308
130,39.4966
131,39.7746
132,40.0284
133,40.2822
134,40.5359
135,40.7776
136,41.0193
137,41.249
138,41.4786
139,41.6961
140,41.9136
141,42.1312
142,42.3366
143,42.53
144,42.7354
145,42.9288
146,43.1221
147,43.3034
148,43.4847
149,43.666
150,43.8351
