60;0.385298
61;0.382036
62;0.378773
63;0.375389
64;0.372005
65;0.3685
66;0.364996
67;0.361491
68;0.357866
69;0.35424
70;0.350615
71;0.346989
72;0.343243
73;0.339496
74;0.335629
75;0.331883
76;0.328137
77;0.324511
78;0.320886
79;0.31726
80;0.313876
81;0.310613
82;0.307471
83;0.304571
84;0.301912
85;0.299495
86;0.297441
87;0.295507
88;0.293936
89;0.292728
90;0.291882
91;0.291277
92;0.290915
93;0.291036
94;0.291398
95;0.292003
96;0.292969
97;0.294178
98;0.295749
99;0.297441
100;0.299495
101;0.301671
102;0.304208
103;0.306746
104;0.309647
105;0.312547
106;0.315689
107;0.318831
108;0.322215
109;0.325599
110;0.329103
111;0.332608
112;0.336234
113;0.339738
114;0.343364
115;0.346989
116;0.350494
117;0.353998
118;0.357503
119;0.361008
120;0.364391
121;0.367775
122;0.371038
123;0.374301
124;0.377443
125;0.380585
126;0.383607
127;0.386507
128;0.389407
129;0.392308
130;0.394966
131;0.397746
132;0.400284
133;0.402822
134;0.405359
135;0.407776
136;0.410193
137;0.41249
138;0.414786
139;0.416961
140;0.419136
141;0.421312
142;0.423366
143;0.4253
144;0.427354
145;0.429288
146;0.431221
147;0.433034
148;0.434847
149;0.43666
150;0.438351
151;0
